Label,Name,ID,Namespace,Abs­tract,Substi­tu­tion Group,Type,Per­iod Type,Bal­ance,Nillable,Typed Domain Ref,Facets,Doc­u­men­ta­tion
esrs:NUTS_DEA5C,NUTS_DEA5C,esrs_NUTS_DEA5C,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB,NUTS_DEB,esrs_NUTS_DEB,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB1,NUTS_DEB1,esrs_NUTS_DEB1,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB11,NUTS_DEB11,esrs_NUTS_DEB11,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB12,NUTS_DEB12,esrs_NUTS_DEB12,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB13,NUTS_DEB13,esrs_NUTS_DEB13,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB14,NUTS_DEB14,esrs_NUTS_DEB14,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB15,NUTS_DEB15,esrs_NUTS_DEB15,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB17,NUTS_DEB17,esrs_NUTS_DEB17,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB18,NUTS_DEB18,esrs_NUTS_DEB18,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB1A,NUTS_DEB1A,esrs_NUTS_DEB1A,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB1B,NUTS_DEB1B,esrs_NUTS_DEB1B,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB1C,NUTS_DEB1C,esrs_NUTS_DEB1C,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB1D,NUTS_DEB1D,esrs_NUTS_DEB1D,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB2,NUTS_DEB2,esrs_NUTS_DEB2,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB21,NUTS_DEB21,esrs_NUTS_DEB21,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB22,NUTS_DEB22,esrs_NUTS_DEB22,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB23,NUTS_DEB23,esrs_NUTS_DEB23,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB24,NUTS_DEB24,esrs_NUTS_DEB24,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB25,NUTS_DEB25,esrs_NUTS_DEB25,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB3,NUTS_DEB3,esrs_NUTS_DEB3,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB31,NUTS_DEB31,esrs_NUTS_DEB31,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB32,NUTS_DEB32,esrs_NUTS_DEB32,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB33,NUTS_DEB33,esrs_NUTS_DEB33,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB34,NUTS_DEB34,esrs_NUTS_DEB34,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB35,NUTS_DEB35,esrs_NUTS_DEB35,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB36,NUTS_DEB36,esrs_NUTS_DEB36,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB37,NUTS_DEB37,esrs_NUTS_DEB37,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB38,NUTS_DEB38,esrs_NUTS_DEB38,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB39,NUTS_DEB39,esrs_NUTS_DEB39,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB3A,NUTS_DEB3A,esrs_NUTS_DEB3A,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB3B,NUTS_DEB3B,esrs_NUTS_DEB3B,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB3C,NUTS_DEB3C,esrs_NUTS_DEB3C,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB3D,NUTS_DEB3D,esrs_NUTS_DEB3D,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB3E,NUTS_DEB3E,esrs_NUTS_DEB3E,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB3F,NUTS_DEB3F,esrs_NUTS_DEB3F,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB3G,NUTS_DEB3G,esrs_NUTS_DEB3G,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB3H,NUTS_DEB3H,esrs_NUTS_DEB3H,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB3I,NUTS_DEB3I,esrs_NUTS_DEB3I,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB3J,NUTS_DEB3J,esrs_NUTS_DEB3J,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEB3K,NUTS_DEB3K,esrs_NUTS_DEB3K,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEC,NUTS_DEC,esrs_NUTS_DEC,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEC0,NUTS_DEC0,esrs_NUTS_DEC0,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEC01,NUTS_DEC01,esrs_NUTS_DEC01,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEC02,NUTS_DEC02,esrs_NUTS_DEC02,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEC03,NUTS_DEC03,esrs_NUTS_DEC03,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEC04,NUTS_DEC04,esrs_NUTS_DEC04,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEC05,NUTS_DEC05,esrs_NUTS_DEC05,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEC06,NUTS_DEC06,esrs_NUTS_DEC06,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DED,NUTS_DED,esrs_NUTS_DED,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DED2,NUTS_DED2,esrs_NUTS_DED2,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DED21,NUTS_DED21,esrs_NUTS_DED21,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DED2C,NUTS_DED2C,esrs_NUTS_DED2C,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DED2D,NUTS_DED2D,esrs_NUTS_DED2D,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DED2E,NUTS_DED2E,esrs_NUTS_DED2E,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DED2F,NUTS_DED2F,esrs_NUTS_DED2F,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DED4,NUTS_DED4,esrs_NUTS_DED4,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DED41,NUTS_DED41,esrs_NUTS_DED41,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DED42,NUTS_DED42,esrs_NUTS_DED42,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DED43,NUTS_DED43,esrs_NUTS_DED43,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DED44,NUTS_DED44,esrs_NUTS_DED44,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DED45,NUTS_DED45,esrs_NUTS_DED45,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DED5,NUTS_DED5,esrs_NUTS_DED5,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DED51,NUTS_DED51,esrs_NUTS_DED51,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DED52,NUTS_DED52,esrs_NUTS_DED52,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DED53,NUTS_DED53,esrs_NUTS_DED53,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEE,NUTS_DEE,esrs_NUTS_DEE,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEE0,NUTS_DEE0,esrs_NUTS_DEE0,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEE01,NUTS_DEE01,esrs_NUTS_DEE01,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEE02,NUTS_DEE02,esrs_NUTS_DEE02,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEE03,NUTS_DEE03,esrs_NUTS_DEE03,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEE04,NUTS_DEE04,esrs_NUTS_DEE04,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEE05,NUTS_DEE05,esrs_NUTS_DEE05,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEE06,NUTS_DEE06,esrs_NUTS_DEE06,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEE07,NUTS_DEE07,esrs_NUTS_DEE07,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEE08,NUTS_DEE08,esrs_NUTS_DEE08,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEE09,NUTS_DEE09,esrs_NUTS_DEE09,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEE0A,NUTS_DEE0A,esrs_NUTS_DEE0A,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEE0B,NUTS_DEE0B,esrs_NUTS_DEE0B,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEE0C,NUTS_DEE0C,esrs_NUTS_DEE0C,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEE0D,NUTS_DEE0D,esrs_NUTS_DEE0D,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEE0E,NUTS_DEE0E,esrs_NUTS_DEE0E,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEF,NUTS_DEF,esrs_NUTS_DEF,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEF0,NUTS_DEF0,esrs_NUTS_DEF0,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEF01,NUTS_DEF01,esrs_NUTS_DEF01,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEF02,NUTS_DEF02,esrs_NUTS_DEF02,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEF03,NUTS_DEF03,esrs_NUTS_DEF03,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEF04,NUTS_DEF04,esrs_NUTS_DEF04,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEF05,NUTS_DEF05,esrs_NUTS_DEF05,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEF06,NUTS_DEF06,esrs_NUTS_DEF06,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEF07,NUTS_DEF07,esrs_NUTS_DEF07,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEF08,NUTS_DEF08,esrs_NUTS_DEF08,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEF09,NUTS_DEF09,esrs_NUTS_DEF09,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEF0A,NUTS_DEF0A,esrs_NUTS_DEF0A,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEF0B,NUTS_DEF0B,esrs_NUTS_DEF0B,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEF0C,NUTS_DEF0C,esrs_NUTS_DEF0C,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEF0D,NUTS_DEF0D,esrs_NUTS_DEF0D,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEF0E,NUTS_DEF0E,esrs_NUTS_DEF0E,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEF0F,NUTS_DEF0F,esrs_NUTS_DEF0F,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG,NUTS_DEG,esrs_NUTS_DEG,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG0,NUTS_DEG0,esrs_NUTS_DEG0,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG01,NUTS_DEG01,esrs_NUTS_DEG01,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG02,NUTS_DEG02,esrs_NUTS_DEG02,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG03,NUTS_DEG03,esrs_NUTS_DEG03,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG05,NUTS_DEG05,esrs_NUTS_DEG05,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG06,NUTS_DEG06,esrs_NUTS_DEG06,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG07,NUTS_DEG07,esrs_NUTS_DEG07,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG09,NUTS_DEG09,esrs_NUTS_DEG09,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG0A,NUTS_DEG0A,esrs_NUTS_DEG0A,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG0C,NUTS_DEG0C,esrs_NUTS_DEG0C,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG0D,NUTS_DEG0D,esrs_NUTS_DEG0D,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG0E,NUTS_DEG0E,esrs_NUTS_DEG0E,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG0G,NUTS_DEG0G,esrs_NUTS_DEG0G,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG0J,NUTS_DEG0J,esrs_NUTS_DEG0J,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG0K,NUTS_DEG0K,esrs_NUTS_DEG0K,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG0L,NUTS_DEG0L,esrs_NUTS_DEG0L,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG0M,NUTS_DEG0M,esrs_NUTS_DEG0M,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG0Q,NUTS_DEG0Q,esrs_NUTS_DEG0Q,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG0R,NUTS_DEG0R,esrs_NUTS_DEG0R,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG0S,NUTS_DEG0S,esrs_NUTS_DEG0S,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG0T,NUTS_DEG0T,esrs_NUTS_DEG0T,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG0U,NUTS_DEG0U,esrs_NUTS_DEG0U,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEG0V,NUTS_DEG0V,esrs_NUTS_DEG0V,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEZ,NUTS_DEZ,esrs_NUTS_DEZ,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEZZ,NUTS_DEZZ,esrs_NUTS_DEZZ,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DEZZZ,NUTS_DEZZZ,esrs_NUTS_DEZZZ,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DK0,NUTS_DK0,esrs_NUTS_DK0,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DK01,NUTS_DK01,esrs_NUTS_DK01,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DK011,NUTS_DK011,esrs_NUTS_DK011,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DK012,NUTS_DK012,esrs_NUTS_DK012,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DK013,NUTS_DK013,esrs_NUTS_DK013,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DK014,NUTS_DK014,esrs_NUTS_DK014,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DK02,NUTS_DK02,esrs_NUTS_DK02,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DK021,NUTS_DK021,esrs_NUTS_DK021,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DK022,NUTS_DK022,esrs_NUTS_DK022,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DK03,NUTS_DK03,esrs_NUTS_DK03,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
esrs:NUTS_DK031,NUTS_DK031,esrs_NUTS_DK031,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,true,xbrli:item,dtr-types:domainItemType,duration,,true,,length=0,
