Resource Relationships,,,Arcrole,Resource,ResourceRole,Language,Name,Namespace,LocalName,References
,,ESRS ESRS 2 48 f SBM-3 AR 18 Main Mandatory irrespective of MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E1 AR 7 b SBM-3 Main Mandatory subject to MA E1.SBM-3_05,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E4 13 d E4-1 AR 1- AR 3 Main Mandatory subject to MA E4-1_04,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfHowAndWhenResilienceAnalysisHasBeenConductedExplanatory,,,esrs:DisclosureOfHowAndWhenResilienceAnalysisHasBeenConductedExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfHowAndWhenResilienceAnalysisHasBeenConductedExplanatory," ESRS ESRS 2 48 f SBM-3 AR 18 Main Mandatory irrespective of MA,  ESRS E1 19 b SBM-3 AR 7a, AR 13 Main Mandatory subject to MA E1.SBM-3_03"
,,ESRS ESRS 2 48 f SBM-3 AR 18 Main Mandatory irrespective of MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,"ESRS E1 19 b SBM-3 AR 7a, AR 13 Main Mandatory subject to MA E1.SBM-3_03",http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:NumberOfEmissionAllowancesStoredFromPreviousAllowancesAtBeginningOfReportingPeriod,,,esrs:NumberOfEmissionAllowancesStoredFromPreviousAllowancesAtBeginningOfReportingPeriod,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,NumberOfEmissionAllowancesStoredFromPreviousAllowancesAtBeginningOfReportingPeriod, ESRS E1 AR 74 c E1-9 Main Voluntary 3 years E1-9_25
,,ESRS E1 AR 74 c E1-9 Main Voluntary 3 years E1-9_25,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:NumberOfScope1GHGEmissionAllowancesWithinRegulatedEmissionTradingSchemes,,,esrs:NumberOfScope1GHGEmissionAllowancesWithinRegulatedEmissionTradingSchemes,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,NumberOfScope1GHGEmissionAllowancesWithinRegulatedEmissionTradingSchemes, ESRS E1 AR 74 c E1-9 Main Voluntary 3 years E1-9_24
,,ESRS E1 AR 74 c E1-9 Main Voluntary 3 years E1-9_24,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DescriptionOfMaterialsThatAreSourcedFromByproductsOrWasteStreamExplanatory,,,esrs:DescriptionOfMaterialsThatAreSourcedFromByproductsOrWasteStreamExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DescriptionOfMaterialsThatAreSourcedFromByproductsOrWasteStreamExplanatory, ESRS E5 AR 22 E5-4 Main Voluntary E5-4_07
,,ESRS E5 AR 22 E5-4 Main Voluntary E5-4_07,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfRelationshipBetweenMaterialRisksAndOpportunitiesArisingFromImpactsAndOrDependenciesOnOwnWorkforceNOValueChainWorkersNOAffectedCommunitiesNOConsumersAndEndusersAndStrategyAndBusinessModelExplanatory,,,esrs:DisclosureOfRelationshipBetweenMaterialRisksAndOpportunitiesArisingFromImpactsAndOrDependenciesOnOwnWorkforceNOValueChainWorkersNOAffectedCommunitiesNOConsumersAndEndusersAndStrategyAndBusinessModelExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfRelationshipBetweenMaterialRisksAndOpportunitiesArisingFromImpactsAndOrDependenciesOnOwnWorkforceNOValueChainWorkersNOAffectedCommunitiesNOConsumersAndEndusersAndStrategyAndBusinessModelExplanatory," ESRS S1 13 b SBM-3 Main Mandatory subject to MA,  ESRS S2 10 b SBM-3 Main Mandatory subject to MA,  ESRS S3 8 b SBM-3 Main Mandatory subject to MA,  ESRS S4 9 b SBM-3 Main Mandatory subject to MA"
,,ESRS S1 13 b SBM-3 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS S2 10 b SBM-3 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS S3 8 b SBM-3 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS S4 9 b SBM-3 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:WasteGenerated,,,esrs:WasteGenerated,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,WasteGenerated, ESRS E5 37 a E5-5 Main Mandatory subject to MA E5-5_07
,,ESRS E5 37 a E5-5 Main Mandatory subject to MA E5-5_07,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DescriptionOfDecisionmakingProcessAndRelatedInternalControlProceduresExplanatory,,,esrs:DescriptionOfDecisionmakingProcessAndRelatedInternalControlProceduresExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DescriptionOfDecisionmakingProcessAndRelatedInternalControlProceduresExplanatory, ESRS ESRS 2 53 d IRO-1 Main Mandatory irrespective of MA IRO-1_11
,,ESRS ESRS 2 53 d IRO-1 Main Mandatory irrespective of MA IRO-1_11,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfHowCarbonPriceUsedInInternalCarbonPricingSchemeIsConsistentWithCarbonPriceUsedInFinancialStatementsExplanatory,,,esrs:DisclosureOfHowCarbonPriceUsedInInternalCarbonPricingSchemeIsConsistentWithCarbonPriceUsedInFinancialStatementsExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfHowCarbonPriceUsedInInternalCarbonPricingSchemeIsConsistentWithCarbonPriceUsedInFinancialStatementsExplanatory, ESRS E1 AR 65 E1-8 Main Mandatory subject to MA Conditional E1-8_09
,,ESRS E1 AR 65 E1-8 Main Mandatory subject to MA Conditional E1-8_09,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:CarbonPriceUsedInInternalCarbonPricingSchemeIsConsistentWithCarbonPriceUsedInFinancialStatements,,,esrs:CarbonPriceUsedInInternalCarbonPricingSchemeIsConsistentWithCarbonPriceUsedInFinancialStatements,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,CarbonPriceUsedInInternalCarbonPricingSchemeIsConsistentWithCarbonPriceUsedInFinancialStatements, ESRS E1 AR 65 E1-8 Main Mandatory subject to MA Conditional E1-8_09
,,ESRS E1 AR 65 E1-8 Main Mandatory subject to MA Conditional E1-8_09,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:NonrecycledWaste,,,esrs:NonrecycledWaste,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,NonrecycledWaste," ESRS E5 37 d E5-5 Main Mandatory subject to MA E5-5_10,  Commission Delegated Regulation (EU) 2022/1288 Annex 1 Table 2 Indicator 13 Non-recycled waste ratio Related"
,,ESRS E5 37 d E5-5 Main Mandatory subject to MA E5-5_10,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,Commission Delegated Regulation (EU) 2022/1288 Annex 1 Table 2 Indicator 13 Non-recycled waste ratio Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:PercentageOfNonrecycledWaste,,,esrs:PercentageOfNonrecycledWaste,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,PercentageOfNonrecycledWaste," ESRS E5 37 d E5-5 Main Mandatory subject to MA E5-5_11,  Commission Delegated Regulation (EU) 2022/1288 Annex 1 Table 2 Indicator 13 Non-recycled waste ratio Related"
,,ESRS E5 37 d E5-5 Main Mandatory subject to MA E5-5_11,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,Commission Delegated Regulation (EU) 2022/1288 Annex 1 Table 2 Indicator 13 Non-recycled waste ratio Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfHowMaterialNegativeAndPositiveImpactsAffectOrAreLikelyToAffectPeopleOrEnvironmentExplanatory,,,esrs:DisclosureOfHowMaterialNegativeAndPositiveImpactsAffectOrAreLikelyToAffectPeopleOrEnvironmentExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfHowMaterialNegativeAndPositiveImpactsAffectOrAreLikelyToAffectPeopleOrEnvironmentExplanatory, ESRS ESRS 2 48 c SBM-3 i AR 18 Main Mandatory irrespective of MA SBM-3_04
,,ESRS ESRS 2 48 c SBM-3 i AR 18 Main Mandatory irrespective of MA SBM-3_04,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:NameOfRecognisedQualityStandardTypedAxis,,,esrs:NameOfRecognisedQualityStandardTypedAxis,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,NameOfRecognisedQualityStandardTypedAxis, ESRS E1 AR 62 c E1-7
,,ESRS E1 AR 62 c E1-7,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:PercentageOfCarbonCreditsCancelledForRecognisedQualityStandard,,,esrs:PercentageOfCarbonCreditsCancelledForRecognisedQualityStandard,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,PercentageOfCarbonCreditsCancelledForRecognisedQualityStandard, ESRS E1 AR 62 c E1-7 Main Mandatory subject to MA E1-7_16
,,ESRS E1 AR 62 c E1-7 Main Mandatory subject to MA E1-7_16,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfResourceUseAndCircularEconomyrelatedTargetsExplanatory,,,esrs:DisclosureOfResourceUseAndCircularEconomyrelatedTargetsExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfResourceUseAndCircularEconomyrelatedTargetsExplanatory, ESRS E5 21 E5-3 Main Mandatory subject to MA Yes
,,ESRS E5 21 E5-3 Main Mandatory subject to MA Yes,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:AdministrativeManagementAndSupervisoryBodiesAreInformedAboutViewsAndInterestsOfAffectedStakeholdersWithRegardToSustainabilityrelatedImpacts,,,esrs:AdministrativeManagementAndSupervisoryBodiesAreInformedAboutViewsAndInterestsOfAffectedStakeholdersWithRegardToSustainabilityrelatedImpacts,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,AdministrativeManagementAndSupervisoryBodiesAreInformedAboutViewsAndInterestsOfAffectedStakeholdersWithRegardToSustainabilityrelatedImpacts, ESRS ESRS 2 45 d SBM-2 Main Mandatory irrespective of MA
,,ESRS ESRS 2 45 d SBM-2 Main Mandatory irrespective of MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DescriptionOfHowAdministrativeManagementAndSupervisoryBodiesAreInformedAboutViewsAndInterestsOfAffectedStakeholdersWithRegardToSustainabilityrelatedImpactsExplanatory,,,esrs:DescriptionOfHowAdministrativeManagementAndSupervisoryBodiesAreInformedAboutViewsAndInterestsOfAffectedStakeholdersWithRegardToSustainabilityrelatedImpactsExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DescriptionOfHowAdministrativeManagementAndSupervisoryBodiesAreInformedAboutViewsAndInterestsOfAffectedStakeholdersWithRegardToSustainabilityrelatedImpactsExplanatory, ESRS ESRS 2 45 d SBM-2 Main Mandatory irrespective of MA SBM-2_12
,,ESRS ESRS 2 45 d SBM-2 Main Mandatory irrespective of MA SBM-2_12,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:PercentageOfCarbonCreditsCancelledThatQualifiesAsCorrespondingAdjustment,,,esrs:PercentageOfCarbonCreditsCancelledThatQualifiesAsCorrespondingAdjustment,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,PercentageOfCarbonCreditsCancelledThatQualifiesAsCorrespondingAdjustment, ESRS E1 AR 62 e E1-7 Main Mandatory subject to MA E1-7_18
,,ESRS E1 AR 62 e E1-7 Main Mandatory subject to MA E1-7_18,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DescriptionOfHowSustainabilityrelatedRisksRelativeToOtherTypesOfRisksHaveBeenPrioritisedExplanatory,,,esrs:DescriptionOfHowSustainabilityrelatedRisksRelativeToOtherTypesOfRisksHaveBeenPrioritisedExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DescriptionOfHowSustainabilityrelatedRisksRelativeToOtherTypesOfRisksHaveBeenPrioritisedExplanatory, ESRS ESRS 2 53 c IRO-1 iii Main Mandatory irrespective of MA IRO-1_11
,,ESRS ESRS 2 53 c IRO-1 iii Main Mandatory irrespective of MA IRO-1_11,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:PercentageOfCarbonCreditsCancelledFromProjectsInEuropeanUnion,,,esrs:PercentageOfCarbonCreditsCancelledFromProjectsInEuropeanUnion,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,PercentageOfCarbonCreditsCancelledFromProjectsInEuropeanUnion, ESRS E1 AR 62 d E1-7 Main Mandatory subject to MA E1-7_17
,,ESRS E1 AR 62 d E1-7 Main Mandatory subject to MA E1-7_17,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfCompositionOfWasteExplanatory,,,esrs:DisclosureOfCompositionOfWasteExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfCompositionOfWasteExplanatory, ESRS E5 38 E5-5 Main Mandatory subject to MA E5-5_12
,,ESRS E5 38 E5-5 Main Mandatory subject to MA E5-5_12,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:PercentageOfCarbonCreditsCancelledFromRemovalProjects,,,esrs:PercentageOfCarbonCreditsCancelledFromRemovalProjects,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,PercentageOfCarbonCreditsCancelledFromRemovalProjects, ESRS E1 AR 62 a E1-7 Main Mandatory subject to MA E1-7_14
,,ESRS E1 AR 62 a E1-7 Main Mandatory subject to MA E1-7_14,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:PercentageOfCarbonCreditsCancelledFromReductionProjects,,,esrs:PercentageOfCarbonCreditsCancelledFromReductionProjects,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,PercentageOfCarbonCreditsCancelledFromReductionProjects, ESRS E1 AR 62 a E1-7 Main Mandatory subject to MA E1-7_13
,,ESRS E1 AR 62 a E1-7 Main Mandatory subject to MA E1-7_13,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfHowImpactsOriginateFromOrAreConnectedToStrategyAndBusinessModelExplanatory,,,esrs:DisclosureOfHowImpactsOriginateFromOrAreConnectedToStrategyAndBusinessModelExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfHowImpactsOriginateFromOrAreConnectedToStrategyAndBusinessModelExplanatory, ESRS ESRS 2 48 c SBM-3 ii AR 18 Main Mandatory irrespective of MA SBM-3_05
,,ESRS ESRS 2 48 c SBM-3 ii AR 18 Main Mandatory irrespective of MA SBM-3_05,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ImpactsOriginateFromOrAreConnectedToStrategyAndBusinessModel,,,esrs:ImpactsOriginateFromOrAreConnectedToStrategyAndBusinessModel,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ImpactsOriginateFromOrAreConnectedToStrategyAndBusinessModel, ESRS ESRS 2 48 c SBM-3 ii AR 18 Main Mandatory irrespective of MA SBM-3_05
,,ESRS ESRS 2 48 c SBM-3 ii AR 18 Main Mandatory irrespective of MA SBM-3_05,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfResourceUseAndCircularEconomyActionsAndResourcesAllocatedToTheirImplementationExplanatory,,,esrs:DisclosureOfResourceUseAndCircularEconomyActionsAndResourcesAllocatedToTheirImplementationExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfResourceUseAndCircularEconomyActionsAndResourcesAllocatedToTheirImplementationExplanatory, ESRS E5 17 E5-2 Main Mandatory subject to MA Yes
,,ESRS E5 17 E5-2 Main Mandatory subject to MA Yes,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfESRSDisclosureRequirementsCompliedWithInSustainabilityStatementsExplanatory,,,esrs:DisclosureOfESRSDisclosureRequirementsCompliedWithInSustainabilityStatementsExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfESRSDisclosureRequirementsCompliedWithInSustainabilityStatementsExplanatory, ESRS ESRS 2 54 IRO-2 Main Mandatory irrespective of MA Yes
,,ESRS ESRS 2 54 IRO-2 Main Mandatory irrespective of MA Yes,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DescriptionOfMetricsScopeExplanatory,,,esrs:DescriptionOfMetricsScopeExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DescriptionOfMetricsScopeExplanatory, ESRS E4 AR 27 b E4-5 Main Voluntary
,,ESRS E4 AR 27 b E4-5 Main Voluntary,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:TypeOfRemovalAndStorageAxis,,,esrs:TypeOfRemovalAndStorageAxis,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,TypeOfRemovalAndStorageAxis, ESRS E1 AR 57 b E1-7
,,ESRS E1 AR 57 b E1-7,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:TypeOfRemovalAndStorageMember,,,esrs:TypeOfRemovalAndStorageMember,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,TypeOfRemovalAndStorageMember, ESRS E1 AR 57 b E1-7
,,ESRS E1 AR 57 b E1-7,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:TypesOfRemovalAndStorage,,,esrs:TypesOfRemovalAndStorage,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,TypesOfRemovalAndStorage, ESRS E1 AR 57 b E1-7 Main Mandatory subject to MA
,,ESRS E1 AR 57 b E1-7 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfChangesToMaterialImpactsRisksAndOpportunitiesComparedToPreviousReportingPeriodExplanatory,,,esrs:DisclosureOfChangesToMaterialImpactsRisksAndOpportunitiesComparedToPreviousReportingPeriodExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfChangesToMaterialImpactsRisksAndOpportunitiesComparedToPreviousReportingPeriodExplanatory, ESRS ESRS 2 48 g SBM-3 AR 18 Main Mandatory irrespective of MA SBM-3_11
,,ESRS ESRS 2 48 g SBM-3 AR 18 Main Mandatory irrespective of MA SBM-3_11,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:PublicClaimsOfGHGNeutralityThatInvolveUseOfCarbonCreditsHaveBeenMade,,,esrs:PublicClaimsOfGHGNeutralityThatInvolveUseOfCarbonCreditsHaveBeenMade,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,PublicClaimsOfGHGNeutralityThatInvolveUseOfCarbonCreditsHaveBeenMade, ESRS E1 61 E1-7 Main Mandatory subject to MA E1-7_21
,,ESRS E1 61 E1-7 Main Mandatory subject to MA E1-7_21,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DescriptionOfHowLikelihoodMagnitudeAndNatureOfEffectsOfIdentifiedRisksAndOpportunitiesHaveBeenAssessedExplanatory,,,esrs:DescriptionOfHowLikelihoodMagnitudeAndNatureOfEffectsOfIdentifiedRisksAndOpportunitiesHaveBeenAssessedExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DescriptionOfHowLikelihoodMagnitudeAndNatureOfEffectsOfIdentifiedRisksAndOpportunitiesHaveBeenAssessedExplanatory, ESRS ESRS 2 53 c IRO-1 ii Main Mandatory irrespective of MA IRO-1_09
,,ESRS ESRS 2 53 c IRO-1 ii Main Mandatory irrespective of MA IRO-1_09,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfEngagementInProductEndoflifeWasteManagementExplanatory,,,esrs:DisclosureOfEngagementInProductEndoflifeWasteManagementExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfEngagementInProductEndoflifeWasteManagementExplanatory, ESRS E5 AR 28 E5-5 Main Voluntary E5-5_18
,,ESRS E5 AR 28 E5-5 Main Voluntary E5-5_18,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ExplanationOfScopeMethodologiesAndFrameworksAppliedAndHowResidualGHGEmissionsAreIntendedToBeNeutralisedExplanatory,,,esrs:ExplanationOfScopeMethodologiesAndFrameworksAppliedAndHowResidualGHGEmissionsAreIntendedToBeNeutralisedExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ExplanationOfScopeMethodologiesAndFrameworksAppliedAndHowResidualGHGEmissionsAreIntendedToBeNeutralisedExplanatory, ESRS E1 60 E1-7 Main Mandatory subject to MA Conditional E1-7_20
,,ESRS E1 60 E1-7 Main Mandatory subject to MA Conditional E1-7_20,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:NetZeroTargetIsDisclosedInAdditionToGrossGHGEmissionReductionTargets,,,esrs:NetZeroTargetIsDisclosedInAdditionToGrossGHGEmissionReductionTargets,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,NetZeroTargetIsDisclosedInAdditionToGrossGHGEmissionReductionTargets, ESRS E1 60 E1-7 Main Mandatory subject to MA
,,ESRS E1 60 E1-7 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:TypeOfWasteTreatmentAxis,,,esrs:TypeOfWasteTreatmentAxis,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,TypeOfWasteTreatmentAxis, ESRS E5 37 c E5-5
,,ESRS E5 37 c E5-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:TypeOfWasteTreatmentMember,,,esrs:TypeOfWasteTreatmentMember,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,TypeOfWasteTreatmentMember, ESRS E5 37 c E5-5
,,ESRS E5 37 c E5-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:WasteGeneratedDirectedToDisposal,,,esrs:WasteGeneratedDirectedToDisposal,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,WasteGeneratedDirectedToDisposal, ESRS E5 37 c E5-5 AR 32 Main Mandatory subject to MA E5-5_09
,,ESRS E5 37 c E5-5 AR 32 Main Mandatory subject to MA E5-5_09,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
