Resource Relationships,,,Arcrole,Resource,ResourceRole,Language,Name,Namespace,LocalName,References
,esrs:DescriptionOfHowProcessPrioritisesNegativeImpactsBasedOnTheirRelativeSeverityAndLikelihoodAndPositiveImpactsBasedOnTheirRelativeScaleScopeAndLikelihoodAndDeterminesWhichSustainabilityMattersAreMaterialForReportingPurposesExplanatory,,,esrs:DescriptionOfHowProcessPrioritisesNegativeImpactsBasedOnTheirRelativeSeverityAndLikelihoodAndPositiveImpactsBasedOnTheirRelativeScaleScopeAndLikelihoodAndDeterminesWhichSustainabilityMattersAreMaterialForReportingPurposesExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DescriptionOfHowProcessPrioritisesNegativeImpactsBasedOnTheirRelativeSeverityAndLikelihoodAndPositiveImpactsBasedOnTheirRelativeScaleScopeAndLikelihoodAndDeterminesWhichSustainabilityMattersAreMaterialForReportingPurposesExplanatory, ESRS ESRS 2 53 b IRO-1 iv Main Mandatory irrespective of MA IRO-1_06
,,ESRS ESRS 2 53 b IRO-1 iv Main Mandatory irrespective of MA IRO-1_06,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ProcessPrioritisesNegativeImpactsBasedOnTheirRelativeSeverityAndLikelihoodAndPositiveImpactsBasedOnTheirRelativeScaleScopeAndLikelihoodAndDeterminesWhichSustainabilityMattersAreMaterialForReportingPurposes,,,esrs:ProcessPrioritisesNegativeImpactsBasedOnTheirRelativeSeverityAndLikelihoodAndPositiveImpactsBasedOnTheirRelativeScaleScopeAndLikelihoodAndDeterminesWhichSustainabilityMattersAreMaterialForReportingPurposes,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ProcessPrioritisesNegativeImpactsBasedOnTheirRelativeSeverityAndLikelihoodAndPositiveImpactsBasedOnTheirRelativeScaleScopeAndLikelihoodAndDeterminesWhichSustainabilityMattersAreMaterialForReportingPurposes, ESRS ESRS 2 53 b IRO-1 iv Main Mandatory irrespective of MA IRO-1_06
,,ESRS ESRS 2 53 b IRO-1 iv Main Mandatory irrespective of MA IRO-1_06,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:TypeOfRecoveryOperationsAxis,,,esrs:TypeOfRecoveryOperationsAxis,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,TypeOfRecoveryOperationsAxis, ESRS E5 37 b E5-5
,,ESRS E5 37 b E5-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:TypeOfRecoveryOperationsMember,,,esrs:TypeOfRecoveryOperationsMember,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,TypeOfRecoveryOperationsMember, ESRS E5 37 b E5-5
,,ESRS E5 37 b E5-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:WasteGeneratedDivertedFromDisposal,,,esrs:WasteGeneratedDivertedFromDisposal,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,WasteGeneratedDivertedFromDisposal, ESRS E5 37 b E5-5 AR 31 Main Mandatory subject to MA E5-5_08
,,ESRS E5 37 b E5-5 AR 31 Main Mandatory subject to MA E5-5_08,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ProcessIncludesConsultationWithAffectedStakeholdersAndOrWithExternalExpertsToUnderstandHowTheyMayBeImpacted,,,esrs:ProcessIncludesConsultationWithAffectedStakeholdersAndOrWithExternalExpertsToUnderstandHowTheyMayBeImpacted,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ProcessIncludesConsultationWithAffectedStakeholdersAndOrWithExternalExpertsToUnderstandHowTheyMayBeImpacted, ESRS ESRS 2 53 b IRO-1 iii Main Mandatory irrespective of MA
,,ESRS ESRS 2 53 b IRO-1 iii Main Mandatory irrespective of MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DescriptionOfHowProcessIncludesConsultationWithAffectedStakeholdersToUnderstandHowTheyMayBeImpactedAndWithExternalExpertsExplanatory,,,esrs:DescriptionOfHowProcessIncludesConsultationWithAffectedStakeholdersToUnderstandHowTheyMayBeImpactedAndWithExternalExpertsExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DescriptionOfHowProcessIncludesConsultationWithAffectedStakeholdersToUnderstandHowTheyMayBeImpactedAndWithExternalExpertsExplanatory, ESRS ESRS 2 53 b IRO-1 iii Main Mandatory irrespective of MA IRO-1_05
,,ESRS ESRS 2 53 b IRO-1 iii Main Mandatory irrespective of MA IRO-1_05,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfReportingBoundariesConsideredAndCalculationMethodsForEstimatingScope3GHGEmissionsCategoryAndIfRelevantCalculationToolsAppliedExplanatory,,,esrs:DisclosureOfReportingBoundariesConsideredAndCalculationMethodsForEstimatingScope3GHGEmissionsCategoryAndIfRelevantCalculationToolsAppliedExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfReportingBoundariesConsideredAndCalculationMethodsForEstimatingScope3GHGEmissionsCategoryAndIfRelevantCalculationToolsAppliedExplanatory, ESRS E1 AR 46 h E1-6 Main Mandatory subject to MA E1-6_29
,,ESRS E1 AR 46 h E1-6 Main Mandatory subject to MA E1-6_29,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:NameOfProductTypedAxis,,,esrs:NameOfProductTypedAxis,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,NameOfProductTypedAxis," ESRS E5 36 c E5-5,  ESRS E5 36 b E5-5,  ESRS E5 36 a E5-5"
,,ESRS E5 36 c E5-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E5 36 b E5-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E5 36 a E5-5,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfRatesOfRecyclableContentInProductAndItsPackagingExplanatory,,,esrs:DisclosureOfRatesOfRecyclableContentInProductAndItsPackagingExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfRatesOfRecyclableContentInProductAndItsPackagingExplanatory, ESRS E5 36 c E5-5 AR 27 Main Mandatory subject to MA E5-5_04
,,ESRS E5 36 c E5-5 AR 27 Main Mandatory subject to MA E5-5_04,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DescriptionOfNatureOfActivitiesOrBusinessRelationshipsThroughWhichUndertakingIsInvolvedWithMaterialImpactsExplanatory,,,esrs:DescriptionOfNatureOfActivitiesOrBusinessRelationshipsThroughWhichUndertakingIsInvolvedWithMaterialImpactsExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DescriptionOfNatureOfActivitiesOrBusinessRelationshipsThroughWhichUndertakingIsInvolvedWithMaterialImpactsExplanatory, ESRS ESRS 2 48 c SBM-3 iv AR 18 Main Mandatory irrespective of MA SBM-3_07
,,ESRS ESRS 2 48 c SBM-3 iv AR 18 Main Mandatory irrespective of MA SBM-3_07,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:UndertakingIsInvolvedWithMaterialImpactsThroughItsActivities,,,esrs:UndertakingIsInvolvedWithMaterialImpactsThroughItsActivities,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,UndertakingIsInvolvedWithMaterialImpactsThroughItsActivities, ESRS ESRS 2 48 c SBM-3 iv Main Mandatory irrespective of MA
,,ESRS ESRS 2 48 c SBM-3 iv Main Mandatory irrespective of MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:UndertakingIsInvolvedWithMaterialImpactsBecauseOfItsBusinessRelationships,,,esrs:UndertakingIsInvolvedWithMaterialImpactsBecauseOfItsBusinessRelationships,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,UndertakingIsInvolvedWithMaterialImpactsBecauseOfItsBusinessRelationships, ESRS ESRS 2 48 c SBM-3 iv Main Mandatory irrespective of MA
,,ESRS ESRS 2 48 c SBM-3 iv Main Mandatory irrespective of MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:NetRevenueOtherThanUsedToCalculateGHGIntensity,,,esrs:NetRevenueOtherThanUsedToCalculateGHGIntensity,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,NetRevenueOtherThanUsedToCalculateGHGIntensity, ESRS E1 AR 55 b E1-6 Main Mandatory subject to MA Conditional E1-6_35
,,ESRS E1 AR 55 b E1-6 Main Mandatory subject to MA Conditional E1-6_35,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:NetRevenueUsedToCalculateGHGIntensity,,,esrs:NetRevenueUsedToCalculateGHGIntensity,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,NetRevenueUsedToCalculateGHGIntensity, ESRS E1 AR 55 b E1-6 Main Mandatory subject to MA Conditional E1-6_34
,,ESRS E1 AR 55 b E1-6 Main Mandatory subject to MA Conditional E1-6_34,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfReparabilityOfProductExplanatory,,,esrs:DisclosureOfReparabilityOfProductExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfReparabilityOfProductExplanatory, ESRS E5 36 b E5-5 Main Mandatory subject to MA E5-5_03
,,ESRS E5 36 b E5-5 Main Mandatory subject to MA E5-5_03,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:GreenhouseGasesCoveredByEmissionReductionTarget,,,esrs:GreenhouseGasesCoveredByEmissionReductionTarget,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,GreenhouseGasesCoveredByEmissionReductionTarget, ESRS E1 34 b E1-4 AR 24 Main Mandatory subject to MA
,,ESRS E1 34 b E1-4 AR 24 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:PercentageOfScope3GreenhouseGasEmissionsReductionInTotalGreenhouseGasEmissionsReduction,,,esrs:PercentageOfScope3GreenhouseGasEmissionsReductionInTotalGreenhouseGasEmissionsReduction,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,PercentageOfScope3GreenhouseGasEmissionsReductionInTotalGreenhouseGasEmissionsReduction, ESRS E1 34 b E1-4 Main Mandatory subject to MA Conditional
,,ESRS E1 34 b E1-4 Main Mandatory subject to MA Conditional,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:PercentageOfScope2MarketbasedGreenhouseGasEmissionsReductionInTotalGreenhouseGasEmissionsReduction,,,esrs:PercentageOfScope2MarketbasedGreenhouseGasEmissionsReductionInTotalGreenhouseGasEmissionsReduction,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,PercentageOfScope2MarketbasedGreenhouseGasEmissionsReductionInTotalGreenhouseGasEmissionsReduction, ESRS E1 34 b E1-4 Main Mandatory subject to MA Conditional
,,ESRS E1 34 b E1-4 Main Mandatory subject to MA Conditional,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:PercentageOfScope2LocationbasedGreenhouseGasEmissionsReductionInTotalGreenhouseGasEmissionsReduction,,,esrs:PercentageOfScope2LocationbasedGreenhouseGasEmissionsReductionInTotalGreenhouseGasEmissionsReduction,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,PercentageOfScope2LocationbasedGreenhouseGasEmissionsReductionInTotalGreenhouseGasEmissionsReduction, ESRS E1 34 b E1-4 Main Mandatory subject to MA Conditional
,,ESRS E1 34 b E1-4 Main Mandatory subject to MA Conditional,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:PercentageOfScope1GreenhouseGasEmissionsReductionInTotalGreenhouseGasEmissionsReduction,,,esrs:PercentageOfScope1GreenhouseGasEmissionsReductionInTotalGreenhouseGasEmissionsReduction,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,PercentageOfScope1GreenhouseGasEmissionsReductionInTotalGreenhouseGasEmissionsReduction, ESRS E1 34 b E1-4 Main Mandatory subject to MA Conditional
,,ESRS E1 34 b E1-4 Main Mandatory subject to MA Conditional,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ExplanationOfHowConsistencyOfGHGEmissionReductionTargetWithGHGInventoryBoundariesHasBeenEnsuredExplanatory,,,esrs:ExplanationOfHowConsistencyOfGHGEmissionReductionTargetWithGHGInventoryBoundariesHasBeenEnsuredExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ExplanationOfHowConsistencyOfGHGEmissionReductionTargetWithGHGInventoryBoundariesHasBeenEnsuredExplanatory, ESRS E1 34 b E1-4 Main Mandatory subject to MA E1-4_18
,,ESRS E1 34 b E1-4 Main Mandatory subject to MA E1-4_18,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:GrossGreenhouseGasEmissions,,,esrs:GrossGreenhouseGasEmissions,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,GrossGreenhouseGasEmissions," ESRS E1 34 b E1-4 Main Mandatory subject to MA Conditional,  ESRS E1 44 d E1-6 AR 39 Main Mandatory subject to MA E1-6_01"
,,ESRS E1 34 b E1-4 Main Mandatory subject to MA Conditional,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E1 44 d E1-6 AR 39 Main Mandatory subject to MA E1-6_01,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:GrossScope1GreenhouseGasEmissions,,,esrs:GrossScope1GreenhouseGasEmissions,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,GrossScope1GreenhouseGasEmissions," ESRS E1 34 b E1-4 Main Mandatory subject to MA Conditional,  ESRS E1 63 d E1-8 Main Mandatory subject to MA,  ESRS E1 44 a E1-6 AR 39 Main Mandatory subject to MA E1-6_01,  Commission Delegated Regulation (EU) 2022/1288 Annex 1 Table 1 Indicator 1 GHG emissions Related,  Commission Implementing Regulation (EU) 2022/2453 Template 1: Climate change transition risk Related,  Commission Delegated Regulation (EU) 2020/1818 Article 6 Related,  Commission Delegated Regulation (EU) 2022/1288 Annex 1 Table 1 Indicator 2 Carbon footprint Related,  Commission Delegated Regulation (EU) 2020/1818 Article 5 1 Related,  Commission Delegated Regulation (EU) 2020/1818 Article 8 1 Related"
,,ESRS E1 34 b E1-4 Main Mandatory subject to MA Conditional,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E1 63 d E1-8 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E1 44 a E1-6 AR 39 Main Mandatory subject to MA E1-6_01,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,Commission Delegated Regulation (EU) 2022/1288 Annex 1 Table 1 Indicator 1 GHG emissions Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,Commission Implementing Regulation (EU) 2022/2453 Template 1: Climate change transition risk Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,Commission Delegated Regulation (EU) 2020/1818 Article 6 Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,Commission Delegated Regulation (EU) 2022/1288 Annex 1 Table 1 Indicator 2 Carbon footprint Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,Commission Delegated Regulation (EU) 2020/1818 Article 5 1 Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,Commission Delegated Regulation (EU) 2020/1818 Article 8 1 Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ExplanationOfNegativeMaterialityAssessmentForESRSG1BusinessConductExplanatory,,,esrs:ExplanationOfNegativeMaterialityAssessmentForESRSG1BusinessConductExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ExplanationOfNegativeMaterialityAssessmentForESRSG1BusinessConductExplanatory, ESRS ESRS 2 58 IRO-2 Main Voluntary Conditional IRO-2_12
,,ESRS ESRS 2 58 IRO-2 Main Voluntary Conditional IRO-2_12,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ExplanationOfNegativeMaterialityAssessmentForESRSS4ConsumersAndEndusersExplanatory,,,esrs:ExplanationOfNegativeMaterialityAssessmentForESRSS4ConsumersAndEndusersExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ExplanationOfNegativeMaterialityAssessmentForESRSS4ConsumersAndEndusersExplanatory, ESRS ESRS 2 58 IRO-2 Main Voluntary Conditional IRO-2_11
,,ESRS ESRS 2 58 IRO-2 Main Voluntary Conditional IRO-2_11,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ExplanationOfNegativeMaterialityAssessmentForESRSS3AffectedCommunitiesExplanatory,,,esrs:ExplanationOfNegativeMaterialityAssessmentForESRSS3AffectedCommunitiesExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ExplanationOfNegativeMaterialityAssessmentForESRSS3AffectedCommunitiesExplanatory, ESRS ESRS 2 58 IRO-2 Main Voluntary Conditional IRO-2_10
,,ESRS ESRS 2 58 IRO-2 Main Voluntary Conditional IRO-2_10,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ExplanationOfNegativeMaterialityAssessmentForESRSS2WorkersInValueChainExplanatory,,,esrs:ExplanationOfNegativeMaterialityAssessmentForESRSS2WorkersInValueChainExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ExplanationOfNegativeMaterialityAssessmentForESRSS2WorkersInValueChainExplanatory, ESRS ESRS 2 58 IRO-2 Main Voluntary Conditional IRO-2_09
,,ESRS ESRS 2 58 IRO-2 Main Voluntary Conditional IRO-2_09,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ExplanationOfNegativeMaterialityAssessmentForESRSS1OwnWorkforceExplanatory,,,esrs:ExplanationOfNegativeMaterialityAssessmentForESRSS1OwnWorkforceExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ExplanationOfNegativeMaterialityAssessmentForESRSS1OwnWorkforceExplanatory, ESRS ESRS 2 58 IRO-2 Main Voluntary Conditional IRO-2_08
,,ESRS ESRS 2 58 IRO-2 Main Voluntary Conditional IRO-2_08,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ExplanationOfNegativeMaterialityAssessmentForESRSE5CircularEconomyExplanatory,,,esrs:ExplanationOfNegativeMaterialityAssessmentForESRSE5CircularEconomyExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ExplanationOfNegativeMaterialityAssessmentForESRSE5CircularEconomyExplanatory, ESRS ESRS 2 58 IRO-2 Main Voluntary Conditional IRO-2_07
